,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.85,0.01,0.02,205.22
0.65,0.0,0.0,0.9,0.04,0.08,199.54
0.70,0.02,0.0,0.9,0.18,0.3,185.98
0.75,0.06,0.01,0.9,0.47,0.62,148.1
0.80,0.22,0.06,0.9,0.87,0.88,55.16
0.85,0.04,0.09,0.88,0.99,0.93,41.96
0.90,-0.03,0.03,0.87,1.0,0.93,35.79
max
0.60,0.0,0.0,0.85,0.01,0.02,205.22
0.65,0.0,0.0,0.9,0.04,0.08,199.54
0.70,0.02,0.0,0.9,0.18,0.3,185.98
0.75,0.06,0.01,0.9,0.47,0.62,148.1
0.80,0.22,0.06,0.9,0.87,0.88,55.16
0.85,0.04,0.09,0.88,0.99,0.93,41.96
0.90,-0.03,0.03,0.87,1.0,0.93,35.79
min
0.60,0.0,0.0,0.85,0.01,0.02,205.22
0.65,0.0,0.0,0.9,0.04,0.08,199.54
0.70,0.02,0.0,0.9,0.18,0.3,185.98
0.75,0.06,0.01,0.9,0.47,0.62,148.1
0.80,0.22,0.06,0.9,0.87,0.88,55.16
0.85,0.04,0.09,0.88,0.99,0.93,41.96
0.90,-0.03,0.03,0.87,1.0,0.93,35.79
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4870.67 seconds
