,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.01,0.0,0.89,0.04,0.08,722.24
0.65,0.04,0.0,0.89,0.21,0.34,548.23
0.70,0.1,0.02,0.91,0.41,0.56,358.54
0.75,0.18,0.11,0.91,0.66,0.76,260.46
0.80,0.27,0.22,0.91,0.82,0.86,173.91
0.85,0.29,0.22,0.9,0.94,0.92,100.86
0.90,0.04,0.08,0.88,0.99,0.93,64.69
max
0.60,0.01,0.0,0.89,0.04,0.08,722.24
0.65,0.04,0.0,0.89,0.21,0.34,548.23
0.70,0.1,0.02,0.91,0.41,0.56,358.54
0.75,0.18,0.11,0.91,0.66,0.76,260.46
0.80,0.27,0.22,0.91,0.82,0.86,173.91
0.85,0.29,0.22,0.9,0.94,0.92,100.86
0.90,0.04,0.08,0.88,0.99,0.93,64.69
min
0.60,0.01,0.0,0.89,0.04,0.08,722.24
0.65,0.04,0.0,0.89,0.21,0.34,548.23
0.70,0.1,0.02,0.91,0.41,0.56,358.54
0.75,0.18,0.11,0.91,0.66,0.76,260.46
0.80,0.27,0.22,0.91,0.82,0.86,173.91
0.85,0.29,0.22,0.9,0.94,0.92,100.86
0.90,0.04,0.08,0.88,0.99,0.93,64.69
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5039.05 seconds
