,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.60,0.18,0.15,0.9,0.68,0.77
0.65,0.21,0.18,0.91,0.75,0.82
0.70,0.25,0.2,0.9,0.82,0.86
0.75,0.32,0.22,0.9,0.9,0.9
0.80,0.2,0.19,0.9,0.97,0.93
0.85,0.06,0.09,0.88,0.99,0.93
0.90,-0.03,0.02,0.87,0.99,0.93
max
0.60,0.18,0.15,0.9,0.68,0.77
0.65,0.21,0.18,0.91,0.75,0.82
0.70,0.25,0.2,0.9,0.82,0.86
0.75,0.32,0.22,0.9,0.9,0.9
0.80,0.2,0.19,0.9,0.97,0.93
0.85,0.06,0.09,0.88,0.99,0.93
0.90,-0.03,0.02,0.87,0.99,0.93
min
0.60,0.18,0.15,0.9,0.68,0.77
0.65,0.21,0.18,0.91,0.75,0.82
0.70,0.25,0.2,0.9,0.82,0.86
0.75,0.32,0.22,0.9,0.9,0.9
0.80,0.2,0.19,0.9,0.97,0.93
0.85,0.06,0.09,0.88,0.99,0.93
0.90,-0.03,0.02,0.87,0.99,0.93
std
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 6399.27 seconds
