,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.02,0.0,0.9,0.09,0.16,454.63
0.65,0.06,0.01,0.88,0.27,0.41,484.27
0.70,0.12,0.02,0.89,0.52,0.66,367.04
0.75,0.18,0.11,0.9,0.72,0.8,256.82
0.80,0.31,0.22,0.9,0.89,0.9,157.92
0.85,0.1,0.12,0.89,0.97,0.93,87.07
0.90,-0.02,0.03,0.88,0.99,0.93,65.58
max
0.60,0.02,0.0,0.9,0.09,0.16,454.63
0.65,0.06,0.01,0.88,0.27,0.41,484.27
0.70,0.12,0.02,0.89,0.52,0.66,367.04
0.75,0.18,0.11,0.9,0.72,0.8,256.82
0.80,0.31,0.22,0.9,0.89,0.9,157.92
0.85,0.1,0.12,0.89,0.97,0.93,87.07
0.90,-0.02,0.03,0.88,0.99,0.93,65.58
min
0.60,0.02,0.0,0.9,0.09,0.16,454.63
0.65,0.06,0.01,0.88,0.27,0.41,484.27
0.70,0.12,0.02,0.89,0.52,0.66,367.04
0.75,0.18,0.11,0.9,0.72,0.8,256.82
0.80,0.31,0.22,0.9,0.89,0.9,157.92
0.85,0.1,0.12,0.89,0.97,0.93,87.07
0.90,-0.02,0.03,0.88,0.99,0.93,65.58
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 8908.76 seconds
