,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.12,0.03,0.89,0.54,0.67,110.28
0.65,0.19,0.14,0.9,0.73,0.81,111.24
0.70,0.26,0.21,0.9,0.84,0.87,95.37
0.75,0.28,0.22,0.9,0.94,0.92,73.62
0.80,0.13,0.15,0.89,0.98,0.93,52.06
0.85,0.02,0.07,0.88,0.99,0.93,47.24
0.90,-0.03,0.02,0.88,1.0,0.93,44.11
max
0.60,0.12,0.03,0.89,0.54,0.67,110.28
0.65,0.19,0.14,0.9,0.73,0.81,111.24
0.70,0.26,0.21,0.9,0.84,0.87,95.37
0.75,0.28,0.22,0.9,0.94,0.92,73.62
0.80,0.13,0.15,0.89,0.98,0.93,52.06
0.85,0.02,0.07,0.88,0.99,0.93,47.24
0.90,-0.03,0.02,0.88,1.0,0.93,44.11
min
0.60,0.12,0.03,0.89,0.54,0.67,110.28
0.65,0.19,0.14,0.9,0.73,0.81,111.24
0.70,0.26,0.21,0.9,0.84,0.87,95.37
0.75,0.28,0.22,0.9,0.94,0.92,73.62
0.80,0.13,0.15,0.89,0.98,0.93,52.06
0.85,0.02,0.07,0.88,0.99,0.93,47.24
0.90,-0.03,0.02,0.88,1.0,0.93,44.11
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5448.63 seconds
