,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.89,0.01,0.01,17.86
0.65,0.04,0.01,0.87,0.17,0.28,14.61
0.70,0.08,0.01,0.89,0.34,0.5,12.41
0.75,0.15,0.06,0.91,0.6,0.72,8.5
0.80,0.24,0.2,0.91,0.81,0.86,11.75
0.85,0.24,0.21,0.9,0.95,0.92,11.11
0.90,0.0,0.04,0.88,0.99,0.93,8.65
max
0.60,0.0,0.0,0.89,0.01,0.01,17.86
0.65,0.04,0.01,0.87,0.17,0.28,14.61
0.70,0.08,0.01,0.89,0.34,0.5,12.41
0.75,0.15,0.06,0.91,0.6,0.72,8.5
0.80,0.24,0.2,0.91,0.81,0.86,11.75
0.85,0.24,0.21,0.9,0.95,0.92,11.11
0.90,0.0,0.04,0.88,0.99,0.93,8.65
min
0.60,0.0,0.0,0.89,0.01,0.01,17.86
0.65,0.04,0.01,0.87,0.17,0.28,14.61
0.70,0.08,0.01,0.89,0.34,0.5,12.41
0.75,0.15,0.06,0.91,0.6,0.72,8.5
0.80,0.24,0.2,0.91,0.81,0.86,11.75
0.85,0.24,0.21,0.9,0.95,0.92,11.11
0.90,0.0,0.04,0.88,0.99,0.93,8.65
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 15878.03 seconds
