,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.12,0.04,0.89,0.56,0.69,376.57
0.65,0.18,0.11,0.9,0.71,0.8,277.73
0.70,0.27,0.23,0.91,0.85,0.88,195.28
0.75,0.28,0.23,0.9,0.94,0.92,134.6
0.80,0.12,0.14,0.89,0.98,0.93,91.81
0.85,0.02,0.06,0.88,0.99,0.93,76.76
0.90,-0.02,0.03,0.88,1.0,0.93,71.05
max
0.60,0.12,0.04,0.89,0.56,0.69,376.57
0.65,0.18,0.11,0.9,0.71,0.8,277.73
0.70,0.27,0.23,0.91,0.85,0.88,195.28
0.75,0.28,0.23,0.9,0.94,0.92,134.6
0.80,0.12,0.14,0.89,0.98,0.93,91.81
0.85,0.02,0.06,0.88,0.99,0.93,76.76
0.90,-0.02,0.03,0.88,1.0,0.93,71.05
min
0.60,0.12,0.04,0.89,0.56,0.69,376.57
0.65,0.18,0.11,0.9,0.71,0.8,277.73
0.70,0.27,0.23,0.91,0.85,0.88,195.28
0.75,0.28,0.23,0.9,0.94,0.92,134.6
0.80,0.12,0.14,0.89,0.98,0.93,91.81
0.85,0.02,0.06,0.88,0.99,0.93,76.76
0.90,-0.02,0.03,0.88,1.0,0.93,71.05
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6715.38 seconds
