,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.89,0.0,0.01,174.91
0.65,0.0,0.0,0.87,0.04,0.07,177.75
0.70,0.01,0.0,0.9,0.11,0.2,177.95
0.75,0.03,0.0,0.9,0.25,0.4,157.01
0.80,0.09,0.01,0.9,0.59,0.71,115.87
0.85,0.14,0.15,0.89,0.97,0.93,45.21
0.90,0.01,0.06,0.88,0.99,0.93,36.84
max
0.60,0.0,0.0,0.89,0.0,0.01,174.91
0.65,0.0,0.0,0.87,0.04,0.07,177.75
0.70,0.01,0.0,0.9,0.11,0.2,177.95
0.75,0.03,0.0,0.9,0.25,0.4,157.01
0.80,0.09,0.01,0.9,0.59,0.71,115.87
0.85,0.14,0.15,0.89,0.97,0.93,45.21
0.90,0.01,0.06,0.88,0.99,0.93,36.84
min
0.60,0.0,0.0,0.89,0.0,0.01,174.91
0.65,0.0,0.0,0.87,0.04,0.07,177.75
0.70,0.01,0.0,0.9,0.11,0.2,177.95
0.75,0.03,0.0,0.9,0.25,0.4,157.01
0.80,0.09,0.01,0.9,0.59,0.71,115.87
0.85,0.14,0.15,0.89,0.97,0.93,45.21
0.90,0.01,0.06,0.88,0.99,0.93,36.84
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1136.11 seconds
