,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.04,0.0,0.9,0.18,0.3,571.62
0.65,0.1,0.02,0.91,0.43,0.58,469.52
0.70,0.16,0.06,0.91,0.6,0.73,302.48
0.75,0.24,0.18,0.91,0.78,0.84,238.91
0.80,0.35,0.24,0.91,0.9,0.91,152.01
0.85,0.16,0.17,0.89,0.98,0.93,95.51
0.90,0.02,0.06,0.88,0.99,0.93,73.88
max
0.60,0.04,0.0,0.9,0.18,0.3,571.62
0.65,0.1,0.02,0.91,0.43,0.58,469.52
0.70,0.16,0.06,0.91,0.6,0.73,302.48
0.75,0.24,0.18,0.91,0.78,0.84,238.91
0.80,0.35,0.24,0.91,0.9,0.91,152.01
0.85,0.16,0.17,0.89,0.98,0.93,95.51
0.90,0.02,0.06,0.88,0.99,0.93,73.88
min
0.60,0.04,0.0,0.9,0.18,0.3,571.62
0.65,0.1,0.02,0.91,0.43,0.58,469.52
0.70,0.16,0.06,0.91,0.6,0.73,302.48
0.75,0.24,0.18,0.91,0.78,0.84,238.91
0.80,0.35,0.24,0.91,0.9,0.91,152.01
0.85,0.16,0.17,0.89,0.98,0.93,95.51
0.90,0.02,0.06,0.88,0.99,0.93,73.88
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 3776.99 seconds
