,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.2,0.17,0.9,0.76,0.82,42.31
0.65,0.24,0.21,0.9,0.82,0.86,31.71
0.70,0.31,0.22,0.9,0.89,0.9,28.59
0.75,0.27,0.21,0.9,0.94,0.92,22.21
0.80,0.16,0.15,0.89,0.98,0.93,19.06
0.85,0.06,0.09,0.88,0.99,0.93,22.82
0.90,-0.01,0.04,0.88,1.0,0.93,16.67
max
0.60,0.2,0.17,0.9,0.76,0.82,42.31
0.65,0.24,0.21,0.9,0.82,0.86,31.71
0.70,0.31,0.22,0.9,0.89,0.9,28.59
0.75,0.27,0.21,0.9,0.94,0.92,22.21
0.80,0.16,0.15,0.89,0.98,0.93,19.06
0.85,0.06,0.09,0.88,0.99,0.93,22.82
0.90,-0.01,0.04,0.88,1.0,0.93,16.67
min
0.60,0.2,0.17,0.9,0.76,0.82,42.31
0.65,0.24,0.21,0.9,0.82,0.86,31.71
0.70,0.31,0.22,0.9,0.89,0.9,28.59
0.75,0.27,0.21,0.9,0.94,0.92,22.21
0.80,0.16,0.15,0.89,0.98,0.93,19.06
0.85,0.06,0.09,0.88,0.99,0.93,22.82
0.90,-0.01,0.04,0.88,1.0,0.93,16.67
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 3097.52 seconds
