,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.04,0.0,0.86,0.22,0.35,21.92
0.65,0.1,0.02,0.88,0.48,0.62,17.34
0.70,0.16,0.09,0.9,0.69,0.78,17.29
0.75,0.26,0.21,0.9,0.85,0.87,16.57
0.80,0.2,0.17,0.89,0.95,0.92,15.11
0.85,0.05,0.08,0.88,0.99,0.93,13.34
0.90,-0.02,0.03,0.88,1.0,0.93,11.14
max
0.60,0.04,0.0,0.86,0.22,0.35,21.92
0.65,0.1,0.02,0.88,0.48,0.62,17.34
0.70,0.16,0.09,0.9,0.69,0.78,17.29
0.75,0.26,0.21,0.9,0.85,0.87,16.57
0.80,0.2,0.17,0.89,0.95,0.92,15.11
0.85,0.05,0.08,0.88,0.99,0.93,13.34
0.90,-0.02,0.03,0.88,1.0,0.93,11.14
min
0.60,0.04,0.0,0.86,0.22,0.35,21.92
0.65,0.1,0.02,0.88,0.48,0.62,17.34
0.70,0.16,0.09,0.9,0.69,0.78,17.29
0.75,0.26,0.21,0.9,0.85,0.87,16.57
0.80,0.2,0.17,0.89,0.95,0.92,15.11
0.85,0.05,0.08,0.88,0.99,0.93,13.34
0.90,-0.02,0.03,0.88,1.0,0.93,11.14
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4560.91 seconds
