,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.14,0.08,0.9,0.56,0.69,241.77
0.65,0.17,0.13,0.91,0.64,0.75,191.34
0.70,0.19,0.16,0.91,0.7,0.79,189.88
0.75,0.23,0.21,0.91,0.78,0.84,147.95
0.80,0.29,0.23,0.91,0.86,0.88,116.0
0.85,0.26,0.2,0.9,0.95,0.92,69.72
0.90,0.04,0.08,0.88,0.99,0.93,42.77
max
0.60,0.14,0.08,0.9,0.56,0.69,241.77
0.65,0.17,0.13,0.91,0.64,0.75,191.34
0.70,0.19,0.16,0.91,0.7,0.79,189.88
0.75,0.23,0.21,0.91,0.78,0.84,147.95
0.80,0.29,0.23,0.91,0.86,0.88,116.0
0.85,0.26,0.2,0.9,0.95,0.92,69.72
0.90,0.04,0.08,0.88,0.99,0.93,42.77
min
0.60,0.14,0.08,0.9,0.56,0.69,241.77
0.65,0.17,0.13,0.91,0.64,0.75,191.34
0.70,0.19,0.16,0.91,0.7,0.79,189.88
0.75,0.23,0.21,0.91,0.78,0.84,147.95
0.80,0.29,0.23,0.91,0.86,0.88,116.0
0.85,0.26,0.2,0.9,0.95,0.92,69.72
0.90,0.04,0.08,0.88,0.99,0.93,42.77
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6331.47 seconds
