,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.15,0.09,0.9,0.61,0.72,231.91
0.65,0.18,0.14,0.9,0.69,0.78,153.47
0.70,0.22,0.2,0.91,0.76,0.83,140.94
0.75,0.26,0.23,0.91,0.82,0.86,112.98
0.80,0.37,0.27,0.91,0.91,0.91,71.54
0.85,0.23,0.22,0.9,0.97,0.94,42.95
0.90,0.04,0.08,0.88,0.99,0.93,26.45
max
0.60,0.15,0.09,0.9,0.61,0.72,231.91
0.65,0.18,0.14,0.9,0.69,0.78,153.47
0.70,0.22,0.2,0.91,0.76,0.83,140.94
0.75,0.26,0.23,0.91,0.82,0.86,112.98
0.80,0.37,0.27,0.91,0.91,0.91,71.54
0.85,0.23,0.22,0.9,0.97,0.94,42.95
0.90,0.04,0.08,0.88,0.99,0.93,26.45
min
0.60,0.15,0.09,0.9,0.61,0.72,231.91
0.65,0.18,0.14,0.9,0.69,0.78,153.47
0.70,0.22,0.2,0.91,0.76,0.83,140.94
0.75,0.26,0.23,0.91,0.82,0.86,112.98
0.80,0.37,0.27,0.91,0.91,0.91,71.54
0.85,0.23,0.22,0.9,0.97,0.94,42.95
0.90,0.04,0.08,0.88,0.99,0.93,26.45
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10575.40 seconds
