,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.04,0.0,0.88,0.18,0.3,160.09
0.65,0.09,0.01,0.9,0.39,0.55,146.93
0.70,0.15,0.05,0.9,0.6,0.72,120.61
0.75,0.23,0.18,0.91,0.78,0.84,100.48
0.80,0.37,0.27,0.91,0.91,0.91,78.32
0.85,0.15,0.16,0.89,0.98,0.93,52.57
0.90,0.01,0.05,0.88,0.99,0.93,40.35
max
0.60,0.04,0.0,0.88,0.18,0.3,160.09
0.65,0.09,0.01,0.9,0.39,0.55,146.93
0.70,0.15,0.05,0.9,0.6,0.72,120.61
0.75,0.23,0.18,0.91,0.78,0.84,100.48
0.80,0.37,0.27,0.91,0.91,0.91,78.32
0.85,0.15,0.16,0.89,0.98,0.93,52.57
0.90,0.01,0.05,0.88,0.99,0.93,40.35
min
0.60,0.04,0.0,0.88,0.18,0.3,160.09
0.65,0.09,0.01,0.9,0.39,0.55,146.93
0.70,0.15,0.05,0.9,0.6,0.72,120.61
0.75,0.23,0.18,0.91,0.78,0.84,100.48
0.80,0.37,0.27,0.91,0.91,0.91,78.32
0.85,0.15,0.16,0.89,0.98,0.93,52.57
0.90,0.01,0.05,0.88,0.99,0.93,40.35
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1838.10 seconds
