,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.50,0.0,0.0,0.6,0.0,0.0,351.56
0.55,0.0,0.0,0.82,0.01,0.03,357.35
0.60,0.02,0.0,0.92,0.08,0.15,353.7
0.65,0.09,0.02,0.9,0.34,0.49,297.62
0.70,0.15,0.06,0.91,0.57,0.7,222.55
0.75,0.22,0.19,0.91,0.78,0.84,145.35
0.80,0.3,0.24,0.9,0.92,0.91,90.17
0.85,0.1,0.12,0.89,0.99,0.93,51.19
0.90,-0.02,0.03,0.88,0.99,0.93,41.27
max
0.50,-0.0,-0.0,0.6,0.0,0.0,351.56
0.55,0.0,0.0,0.82,0.01,0.03,357.35
0.60,0.02,0.0,0.92,0.08,0.15,353.7
0.65,0.09,0.02,0.9,0.34,0.49,297.62
0.70,0.15,0.06,0.91,0.57,0.7,222.55
0.75,0.22,0.19,0.91,0.78,0.84,145.35
0.80,0.3,0.24,0.9,0.92,0.91,90.17
0.85,0.1,0.12,0.89,0.99,0.93,51.19
0.90,-0.02,0.03,0.88,0.99,0.93,41.27
min
0.50,-0.0,-0.0,0.6,0.0,0.0,351.56
0.55,0.0,0.0,0.82,0.01,0.03,357.35
0.60,0.02,0.0,0.92,0.08,0.15,353.7
0.65,0.09,0.02,0.9,0.34,0.49,297.62
0.70,0.15,0.06,0.91,0.57,0.7,222.55
0.75,0.22,0.19,0.91,0.78,0.84,145.35
0.80,0.3,0.24,0.9,0.92,0.91,90.17
0.85,0.1,0.12,0.89,0.99,0.93,51.19
0.90,-0.02,0.03,0.88,0.99,0.93,41.27
std
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4711.86 seconds
