,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.03,0.0,0.87,0.13,0.23,19.39
0.65,0.08,0.01,0.9,0.34,0.49,17.92
0.70,0.16,0.07,0.91,0.58,0.71,17.55
0.75,0.23,0.15,0.92,0.75,0.82,16.9
0.80,0.34,0.27,0.91,0.88,0.9,17.41
0.85,0.26,0.26,0.9,0.97,0.94,13.26
0.90,0.04,0.09,0.88,0.99,0.93,11.07
max
0.60,0.03,0.0,0.87,0.13,0.23,19.39
0.65,0.08,0.01,0.9,0.34,0.49,17.92
0.70,0.16,0.07,0.91,0.58,0.71,17.55
0.75,0.23,0.15,0.92,0.75,0.82,16.9
0.80,0.34,0.27,0.91,0.88,0.9,17.41
0.85,0.26,0.26,0.9,0.97,0.94,13.26
0.90,0.04,0.09,0.88,0.99,0.93,11.07
min
0.60,0.03,0.0,0.87,0.13,0.23,19.39
0.65,0.08,0.01,0.9,0.34,0.49,17.92
0.70,0.16,0.07,0.91,0.58,0.71,17.55
0.75,0.23,0.15,0.92,0.75,0.82,16.9
0.80,0.34,0.27,0.91,0.88,0.9,17.41
0.85,0.26,0.26,0.9,0.97,0.94,13.26
0.90,0.04,0.09,0.88,0.99,0.93,11.07
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 6465.28 seconds
