,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.1,0.04,0.87,0.51,0.64,209.83
0.65,0.13,0.08,0.88,0.6,0.72,214.67
0.70,0.16,0.12,0.89,0.68,0.77,184.8
0.75,0.19,0.17,0.9,0.76,0.82,147.25
0.80,0.26,0.2,0.9,0.86,0.88,105.22
0.85,0.16,0.14,0.89,0.96,0.92,54.74
0.90,-0.01,0.03,0.88,0.99,0.93,29.3
max
0.60,0.1,0.04,0.87,0.51,0.64,209.83
0.65,0.13,0.08,0.88,0.6,0.72,214.67
0.70,0.16,0.12,0.89,0.68,0.77,184.8
0.75,0.19,0.17,0.9,0.76,0.82,147.25
0.80,0.26,0.2,0.9,0.86,0.88,105.22
0.85,0.16,0.14,0.89,0.96,0.92,54.74
0.90,-0.01,0.03,0.88,0.99,0.93,29.3
min
0.60,0.1,0.04,0.87,0.51,0.64,209.83
0.65,0.13,0.08,0.88,0.6,0.72,214.67
0.70,0.16,0.12,0.89,0.68,0.77,184.8
0.75,0.19,0.17,0.9,0.76,0.82,147.25
0.80,0.26,0.2,0.9,0.86,0.88,105.22
0.85,0.16,0.14,0.89,0.96,0.92,54.74
0.90,-0.01,0.03,0.88,0.99,0.93,29.3
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 14785.49 seconds
