,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.07,0.01,0.89,0.35,0.51,24.69
0.65,0.14,0.04,0.91,0.56,0.69,24.17
0.70,0.22,0.16,0.91,0.75,0.82,25.56
0.75,0.31,0.24,0.91,0.87,0.89,20.85
0.80,0.24,0.21,0.9,0.95,0.92,17.89
0.85,0.1,0.12,0.89,0.98,0.93,13.33
0.90,0.0,0.05,0.88,0.99,0.93,14.75
max
0.60,0.07,0.01,0.89,0.35,0.51,24.69
0.65,0.14,0.04,0.91,0.56,0.69,24.17
0.70,0.22,0.16,0.91,0.75,0.82,25.56
0.75,0.31,0.24,0.91,0.87,0.89,20.85
0.80,0.24,0.21,0.9,0.95,0.92,17.89
0.85,0.1,0.12,0.89,0.98,0.93,13.33
0.90,0.0,0.05,0.88,0.99,0.93,14.75
min
0.60,0.07,0.01,0.89,0.35,0.51,24.69
0.65,0.14,0.04,0.91,0.56,0.69,24.17
0.70,0.22,0.16,0.91,0.75,0.82,25.56
0.75,0.31,0.24,0.91,0.87,0.89,20.85
0.80,0.24,0.21,0.9,0.95,0.92,17.89
0.85,0.1,0.12,0.89,0.98,0.93,13.33
0.90,0.0,0.05,0.88,0.99,0.93,14.75
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 209.32 seconds
