,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.0,0.0,1.0,0.0,0.0,268.32
0.10,0.0,0.0,1.0,0.0,0.0,258.06
0.15,0.0,0.0,0.82,0.0,0.0,256.33
0.20,0.02,0.0,0.81,0.07,0.13,264.89
0.25,0.03,0.0,0.78,0.13,0.23,262.23
0.30,0.05,0.01,0.82,0.24,0.37,250.59
0.35,0.08,0.03,0.85,0.38,0.53,221.34
0.40,0.11,0.05,0.87,0.48,0.62,200.55
0.45,0.13,0.07,0.88,0.55,0.68,172.92
max
0.05,0.0,0.0,1.0,0.0,0.0,268.32
0.10,0.0,0.0,1.0,0.0,0.0,258.06
0.15,-0.0,0.0,0.82,0.0,0.0,256.33
0.20,0.02,0.0,0.81,0.07,0.13,264.89
0.25,0.03,0.0,0.78,0.13,0.23,262.23
0.30,0.05,0.01,0.82,0.24,0.37,250.59
0.35,0.08,0.03,0.85,0.38,0.53,221.34
0.40,0.11,0.05,0.87,0.48,0.62,200.55
0.45,0.13,0.07,0.88,0.55,0.68,172.92
min
0.05,0.0,0.0,1.0,0.0,0.0,268.32
0.10,0.0,0.0,1.0,0.0,0.0,258.06
0.15,-0.0,0.0,0.82,0.0,0.0,256.33
0.20,0.02,0.0,0.81,0.07,0.13,264.89
0.25,0.03,0.0,0.78,0.13,0.23,262.23
0.30,0.05,0.01,0.82,0.24,0.37,250.59
0.35,0.08,0.03,0.85,0.38,0.53,221.34
0.40,0.11,0.05,0.87,0.48,0.62,200.55
0.45,0.13,0.07,0.88,0.55,0.68,172.92
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5032.36 seconds
