,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.11,0.05,0.87,0.52,0.65,55.15
0.65,0.13,0.08,0.88,0.59,0.71,51.66
0.70,0.16,0.12,0.89,0.68,0.77,34.77
0.75,0.2,0.17,0.9,0.77,0.83,36.1
0.80,0.27,0.2,0.9,0.86,0.88,29.53
0.85,0.16,0.13,0.89,0.96,0.92,19.46
0.90,-0.01,0.03,0.88,0.99,0.93,13.65
max
0.60,0.11,0.05,0.87,0.52,0.65,55.15
0.65,0.13,0.08,0.88,0.59,0.71,51.66
0.70,0.16,0.12,0.89,0.68,0.77,34.77
0.75,0.2,0.17,0.9,0.77,0.83,36.1
0.80,0.27,0.2,0.9,0.86,0.88,29.53
0.85,0.16,0.13,0.89,0.96,0.92,19.46
0.90,-0.01,0.03,0.88,0.99,0.93,13.65
min
0.60,0.11,0.05,0.87,0.52,0.65,55.15
0.65,0.13,0.08,0.88,0.59,0.71,51.66
0.70,0.16,0.12,0.89,0.68,0.77,34.77
0.75,0.2,0.17,0.9,0.77,0.83,36.1
0.80,0.27,0.2,0.9,0.86,0.88,29.53
0.85,0.16,0.13,0.89,0.96,0.92,19.46
0.90,-0.01,0.03,0.88,0.99,0.93,13.65
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 13810.47 seconds
