,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.17,0.12,0.9,0.65,0.75,186.23
0.65,0.2,0.16,0.91,0.71,0.8,179.32
0.70,0.23,0.2,0.91,0.77,0.84,151.4
0.75,0.28,0.24,0.91,0.84,0.88,119.17
0.80,0.36,0.25,0.91,0.93,0.92,81.74
0.85,0.16,0.16,0.89,0.98,0.94,48.41
0.90,0.03,0.07,0.88,0.99,0.93,32.96
max
0.60,0.17,0.12,0.9,0.65,0.75,186.23
0.65,0.2,0.16,0.91,0.71,0.8,179.32
0.70,0.23,0.2,0.91,0.77,0.84,151.4
0.75,0.28,0.24,0.91,0.84,0.88,119.17
0.80,0.36,0.25,0.91,0.93,0.92,81.74
0.85,0.16,0.16,0.89,0.98,0.94,48.41
0.90,0.03,0.07,0.88,0.99,0.93,32.96
min
0.60,0.17,0.12,0.9,0.65,0.75,186.23
0.65,0.2,0.16,0.91,0.71,0.8,179.32
0.70,0.23,0.2,0.91,0.77,0.84,151.4
0.75,0.28,0.24,0.91,0.84,0.88,119.17
0.80,0.36,0.25,0.91,0.93,0.92,81.74
0.85,0.16,0.16,0.89,0.98,0.94,48.41
0.90,0.03,0.07,0.88,0.99,0.93,32.96
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10022.25 seconds
