,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.8,0.02,0.04,17.34
0.65,0.05,0.01,0.88,0.2,0.32,16.53
0.70,0.1,0.02,0.9,0.43,0.58,16.35
0.75,0.18,0.12,0.91,0.69,0.78,17.09
0.80,0.31,0.28,0.91,0.87,0.89,15.13
0.85,0.16,0.16,0.89,0.97,0.93,10.71
0.90,-0.01,0.04,0.88,0.99,0.93,10.22
max
0.60,-0.0,-0.0,0.8,0.02,0.04,17.34
0.65,0.05,0.01,0.88,0.2,0.32,16.53
0.70,0.1,0.02,0.9,0.43,0.58,16.35
0.75,0.18,0.12,0.91,0.69,0.78,17.09
0.80,0.31,0.28,0.91,0.87,0.89,15.13
0.85,0.16,0.16,0.89,0.97,0.93,10.71
0.90,-0.01,0.04,0.88,0.99,0.93,10.22
min
0.60,-0.0,-0.0,0.8,0.02,0.04,17.34
0.65,0.05,0.01,0.88,0.2,0.32,16.53
0.70,0.1,0.02,0.9,0.43,0.58,16.35
0.75,0.18,0.12,0.91,0.69,0.78,17.09
0.80,0.31,0.28,0.91,0.87,0.89,15.13
0.85,0.16,0.16,0.89,0.97,0.93,10.71
0.90,-0.01,0.04,0.88,0.99,0.93,10.22
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 14907.44 seconds
