,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.02,0.0,0.85,0.11,0.2,17.87
0.65,0.05,0.01,0.89,0.26,0.41,19.46
0.70,0.11,0.02,0.9,0.5,0.64,21.66
0.75,0.2,0.14,0.91,0.73,0.81,21.27
0.80,0.29,0.2,0.9,0.88,0.89,18.88
0.85,0.1,0.12,0.89,0.97,0.93,15.27
0.90,-0.02,0.03,0.88,0.99,0.93,12.53
max
0.60,0.02,0.0,0.85,0.11,0.2,17.87
0.65,0.05,0.01,0.89,0.26,0.41,19.46
0.70,0.11,0.02,0.9,0.5,0.64,21.66
0.75,0.2,0.14,0.91,0.73,0.81,21.27
0.80,0.29,0.2,0.9,0.88,0.89,18.88
0.85,0.1,0.12,0.89,0.97,0.93,15.27
0.90,-0.02,0.03,0.88,0.99,0.93,12.53
min
0.60,0.02,0.0,0.85,0.11,0.2,17.87
0.65,0.05,0.01,0.89,0.26,0.41,19.46
0.70,0.11,0.02,0.9,0.5,0.64,21.66
0.75,0.2,0.14,0.91,0.73,0.81,21.27
0.80,0.29,0.2,0.9,0.88,0.89,18.88
0.85,0.1,0.12,0.89,0.97,0.93,15.27
0.90,-0.02,0.03,0.88,0.99,0.93,12.53
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5294.91 seconds
