,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.15,0.11,0.89,0.65,0.75,43.12
0.65,0.18,0.15,0.9,0.73,0.81,35.12
0.70,0.21,0.17,0.9,0.79,0.84,30.02
0.75,0.27,0.19,0.9,0.87,0.88,25.86
0.80,0.18,0.16,0.89,0.95,0.92,16.79
0.85,0.04,0.07,0.88,0.99,0.93,12.94
0.90,-0.02,0.03,0.88,1.0,0.93,10.66
max
0.60,0.15,0.11,0.89,0.65,0.75,43.12
0.65,0.18,0.15,0.9,0.73,0.81,35.12
0.70,0.21,0.17,0.9,0.79,0.84,30.02
0.75,0.27,0.19,0.9,0.87,0.88,25.86
0.80,0.18,0.16,0.89,0.95,0.92,16.79
0.85,0.04,0.07,0.88,0.99,0.93,12.94
0.90,-0.02,0.03,0.88,1.0,0.93,10.66
min
0.60,0.15,0.11,0.89,0.65,0.75,43.12
0.65,0.18,0.15,0.9,0.73,0.81,35.12
0.70,0.21,0.17,0.9,0.79,0.84,30.02
0.75,0.27,0.19,0.9,0.87,0.88,25.86
0.80,0.18,0.16,0.89,0.95,0.92,16.79
0.85,0.04,0.07,0.88,0.99,0.93,12.94
0.90,-0.02,0.03,0.88,1.0,0.93,10.66
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 8291.62 seconds
