,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.68,0.0,0.0,238.29
0.65,0.0,0.0,0.89,0.0,0.01,229.69
0.70,0.0,0.0,0.86,0.04,0.08,237.74
0.75,0.01,0.0,0.89,0.1,0.18,239.31
0.80,0.03,0.0,0.9,0.28,0.43,226.9
0.85,0.12,0.02,0.9,0.68,0.77,146.66
0.90,0.04,0.08,0.88,0.98,0.93,51.98
max
0.60,-0.0,-0.0,0.68,0.0,0.0,238.29
0.65,0.0,0.0,0.89,0.0,0.01,229.69
0.70,0.0,0.0,0.86,0.04,0.08,237.74
0.75,0.01,0.0,0.89,0.1,0.18,239.31
0.80,0.03,0.0,0.9,0.28,0.43,226.9
0.85,0.12,0.02,0.9,0.68,0.77,146.66
0.90,0.04,0.08,0.88,0.98,0.93,51.98
min
0.60,-0.0,-0.0,0.68,0.0,0.0,238.29
0.65,0.0,0.0,0.89,0.0,0.01,229.69
0.70,0.0,0.0,0.86,0.04,0.08,237.74
0.75,0.01,0.0,0.89,0.1,0.18,239.31
0.80,0.03,0.0,0.9,0.28,0.43,226.9
0.85,0.12,0.02,0.9,0.68,0.77,146.66
0.90,0.04,0.08,0.88,0.98,0.93,51.98
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1650.50 seconds
