,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.17,0.12,0.91,0.64,0.75,49.31
0.65,0.19,0.14,0.91,0.69,0.78,45.52
0.70,0.23,0.2,0.91,0.75,0.83,41.07
0.75,0.27,0.22,0.91,0.82,0.87,34.81
0.80,0.37,0.25,0.91,0.91,0.91,27.6
0.85,0.23,0.21,0.9,0.97,0.93,17.93
0.90,0.04,0.09,0.88,0.99,0.93,9.77
max
0.60,0.17,0.12,0.91,0.64,0.75,49.31
0.65,0.19,0.14,0.91,0.69,0.78,45.52
0.70,0.23,0.2,0.91,0.75,0.83,41.07
0.75,0.27,0.22,0.91,0.82,0.87,34.81
0.80,0.37,0.25,0.91,0.91,0.91,27.6
0.85,0.23,0.21,0.9,0.97,0.93,17.93
0.90,0.04,0.09,0.88,0.99,0.93,9.77
min
0.60,0.17,0.12,0.91,0.64,0.75,49.31
0.65,0.19,0.14,0.91,0.69,0.78,45.52
0.70,0.23,0.2,0.91,0.75,0.83,41.07
0.75,0.27,0.22,0.91,0.82,0.87,34.81
0.80,0.37,0.25,0.91,0.91,0.91,27.6
0.85,0.23,0.21,0.9,0.97,0.93,17.93
0.90,0.04,0.09,0.88,0.99,0.93,9.77
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 9778.58 seconds
