,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.08,0.01,0.89,0.37,0.53,444.94
0.65,0.14,0.04,0.9,0.58,0.7,352.51
0.70,0.2,0.14,0.91,0.74,0.82,263.12
0.75,0.3,0.23,0.91,0.87,0.89,163.62
0.80,0.25,0.22,0.9,0.95,0.92,115.52
0.85,0.09,0.11,0.89,0.98,0.93,63.65
0.90,0.0,0.05,0.88,0.99,0.93,54.79
max
0.60,0.08,0.01,0.89,0.37,0.53,444.94
0.65,0.14,0.04,0.9,0.58,0.7,352.51
0.70,0.2,0.14,0.91,0.74,0.82,263.12
0.75,0.3,0.23,0.91,0.87,0.89,163.62
0.80,0.25,0.22,0.9,0.95,0.92,115.52
0.85,0.09,0.11,0.89,0.98,0.93,63.65
0.90,0.0,0.05,0.88,0.99,0.93,54.79
min
0.60,0.08,0.01,0.89,0.37,0.53,444.94
0.65,0.14,0.04,0.9,0.58,0.7,352.51
0.70,0.2,0.14,0.91,0.74,0.82,263.12
0.75,0.3,0.23,0.91,0.87,0.89,163.62
0.80,0.25,0.22,0.9,0.95,0.92,115.52
0.85,0.09,0.11,0.89,0.98,0.93,63.65
0.90,0.0,0.05,0.88,0.99,0.93,54.79
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 3259.38 seconds
