,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.04,0.0,0.86,0.26,0.39,540.3
0.65,0.1,0.02,0.89,0.48,0.62,398.91
0.70,0.17,0.09,0.9,0.68,0.77,265.14
0.75,0.26,0.22,0.91,0.84,0.87,182.73
0.80,0.22,0.18,0.89,0.95,0.92,113.33
0.85,0.04,0.07,0.88,0.99,0.93,76.26
0.90,-0.01,0.03,0.88,1.0,0.93,58.59
max
0.60,0.04,0.0,0.86,0.26,0.39,540.3
0.65,0.1,0.02,0.89,0.48,0.62,398.91
0.70,0.17,0.09,0.9,0.68,0.77,265.14
0.75,0.26,0.22,0.91,0.84,0.87,182.73
0.80,0.22,0.18,0.89,0.95,0.92,113.33
0.85,0.04,0.07,0.88,0.99,0.93,76.26
0.90,-0.01,0.03,0.88,1.0,0.93,58.59
min
0.60,0.04,0.0,0.86,0.26,0.39,540.3
0.65,0.1,0.02,0.89,0.48,0.62,398.91
0.70,0.17,0.09,0.9,0.68,0.77,265.14
0.75,0.26,0.22,0.91,0.84,0.87,182.73
0.80,0.22,0.18,0.89,0.95,0.92,113.33
0.85,0.04,0.07,0.88,0.99,0.93,76.26
0.90,-0.01,0.03,0.88,1.0,0.93,58.59
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 8082.58 seconds
