,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.13,0.07,0.88,0.55,0.68,223.05
0.65,0.15,0.11,0.89,0.63,0.74,208.66
0.70,0.18,0.15,0.9,0.72,0.8,178.95
0.75,0.22,0.19,0.9,0.79,0.84,140.31
0.80,0.31,0.23,0.9,0.89,0.9,89.51
0.85,0.15,0.14,0.89,0.97,0.93,42.92
0.90,-0.01,0.04,0.88,0.99,0.93,28.44
max
0.60,0.13,0.07,0.88,0.55,0.68,223.05
0.65,0.15,0.11,0.89,0.63,0.74,208.66
0.70,0.18,0.15,0.9,0.72,0.8,178.95
0.75,0.22,0.19,0.9,0.79,0.84,140.31
0.80,0.31,0.23,0.9,0.89,0.9,89.51
0.85,0.15,0.14,0.89,0.97,0.93,42.92
0.90,-0.01,0.04,0.88,0.99,0.93,28.44
min
0.60,0.13,0.07,0.88,0.55,0.68,223.05
0.65,0.15,0.11,0.89,0.63,0.74,208.66
0.70,0.18,0.15,0.9,0.72,0.8,178.95
0.75,0.22,0.19,0.9,0.79,0.84,140.31
0.80,0.31,0.23,0.9,0.89,0.9,89.51
0.85,0.15,0.14,0.89,0.97,0.93,42.92
0.90,-0.01,0.04,0.88,0.99,0.93,28.44
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 65196.15 seconds
