,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.74,0.01,0.02,17.18
0.65,0.01,0.0,0.9,0.07,0.14,16.96
0.70,0.07,0.01,0.88,0.31,0.46,16.89
0.75,0.13,0.04,0.9,0.55,0.69,16.73
0.80,0.21,0.15,0.91,0.76,0.83,16.47
0.85,0.26,0.18,0.9,0.93,0.91,14.15
0.90,0.01,0.04,0.88,0.99,0.93,10.89
max
0.60,-0.0,-0.0,0.74,0.01,0.02,17.18
0.65,0.01,0.0,0.9,0.07,0.14,16.96
0.70,0.07,0.01,0.88,0.31,0.46,16.89
0.75,0.13,0.04,0.9,0.55,0.69,16.73
0.80,0.21,0.15,0.91,0.76,0.83,16.47
0.85,0.26,0.18,0.9,0.93,0.91,14.15
0.90,0.01,0.04,0.88,0.99,0.93,10.89
min
0.60,-0.0,-0.0,0.74,0.01,0.02,17.18
0.65,0.01,0.0,0.9,0.07,0.14,16.96
0.70,0.07,0.01,0.88,0.31,0.46,16.89
0.75,0.13,0.04,0.9,0.55,0.69,16.73
0.80,0.21,0.15,0.91,0.76,0.83,16.47
0.85,0.26,0.18,0.9,0.93,0.91,14.15
0.90,0.01,0.04,0.88,0.99,0.93,10.89
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 10716.73 seconds
