,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.01,0.0,0.88,0.04,0.08,218.8
0.65,0.05,0.0,0.89,0.2,0.33,167.25
0.70,0.1,0.02,0.91,0.41,0.56,172.58
0.75,0.18,0.09,0.92,0.65,0.76,146.86
0.80,0.27,0.21,0.91,0.82,0.86,118.54
0.85,0.28,0.21,0.9,0.94,0.92,84.27
0.90,0.04,0.08,0.88,0.99,0.93,58.13
max
0.60,0.01,0.0,0.88,0.04,0.08,218.8
0.65,0.05,0.0,0.89,0.2,0.33,167.25
0.70,0.1,0.02,0.91,0.41,0.56,172.58
0.75,0.18,0.09,0.92,0.65,0.76,146.86
0.80,0.27,0.21,0.91,0.82,0.86,118.54
0.85,0.28,0.21,0.9,0.94,0.92,84.27
0.90,0.04,0.08,0.88,0.99,0.93,58.13
min
0.60,0.01,0.0,0.88,0.04,0.08,218.8
0.65,0.05,0.0,0.89,0.2,0.33,167.25
0.70,0.1,0.02,0.91,0.41,0.56,172.58
0.75,0.18,0.09,0.92,0.65,0.76,146.86
0.80,0.27,0.21,0.91,0.82,0.86,118.54
0.85,0.28,0.21,0.9,0.94,0.92,84.27
0.90,0.04,0.08,0.88,0.99,0.93,58.13
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 2768.95 seconds
