,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.15,0.09,0.89,0.63,0.74,255.76
0.65,0.18,0.14,0.9,0.7,0.79,219.21
0.70,0.21,0.17,0.9,0.76,0.83,188.56
0.75,0.27,0.22,0.91,0.84,0.87,147.66
0.80,0.33,0.23,0.9,0.92,0.91,96.52
0.85,0.15,0.15,0.89,0.98,0.93,55.45
0.90,0.01,0.05,0.88,1.0,0.93,42.55
max
0.60,0.15,0.09,0.89,0.63,0.74,255.76
0.65,0.18,0.14,0.9,0.7,0.79,219.21
0.70,0.21,0.17,0.9,0.76,0.83,188.56
0.75,0.27,0.22,0.91,0.84,0.87,147.66
0.80,0.33,0.23,0.9,0.92,0.91,96.52
0.85,0.15,0.15,0.89,0.98,0.93,55.45
0.90,0.01,0.05,0.88,1.0,0.93,42.55
min
0.60,0.15,0.09,0.89,0.63,0.74,255.76
0.65,0.18,0.14,0.9,0.7,0.79,219.21
0.70,0.21,0.17,0.9,0.76,0.83,188.56
0.75,0.27,0.22,0.91,0.84,0.87,147.66
0.80,0.33,0.23,0.9,0.92,0.91,96.52
0.85,0.15,0.15,0.89,0.98,0.93,55.45
0.90,0.01,0.05,0.88,1.0,0.93,42.55
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5127.04 seconds
