,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.15,0.09,0.89,0.62,0.73,62.37
0.65,0.17,0.12,0.9,0.69,0.78,54.18
0.70,0.21,0.19,0.9,0.77,0.83,45.97
0.75,0.27,0.24,0.91,0.84,0.87,38.34
0.80,0.32,0.23,0.9,0.92,0.91,29.43
0.85,0.15,0.16,0.89,0.98,0.93,20.3
0.90,0.01,0.06,0.88,1.0,0.93,17.47
max
0.60,0.15,0.09,0.89,0.62,0.73,62.37
0.65,0.17,0.12,0.9,0.69,0.78,54.18
0.70,0.21,0.19,0.9,0.77,0.83,45.97
0.75,0.27,0.24,0.91,0.84,0.87,38.34
0.80,0.32,0.23,0.9,0.92,0.91,29.43
0.85,0.15,0.16,0.89,0.98,0.93,20.3
0.90,0.01,0.06,0.88,1.0,0.93,17.47
min
0.60,0.15,0.09,0.89,0.62,0.73,62.37
0.65,0.17,0.12,0.9,0.69,0.78,54.18
0.70,0.21,0.19,0.9,0.77,0.83,45.97
0.75,0.27,0.24,0.91,0.84,0.87,38.34
0.80,0.32,0.23,0.9,0.92,0.91,29.43
0.85,0.15,0.16,0.89,0.98,0.93,20.3
0.90,0.01,0.06,0.88,1.0,0.93,17.47
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4084.48 seconds
