,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.68,0.0,0.0,246.16
0.65,0.0,0.0,0.91,0.01,0.02,245.47
0.70,0.0,0.0,0.85,0.03,0.06,253.75
0.75,0.01,0.0,0.88,0.08,0.14,252.68
0.80,0.02,0.0,0.9,0.21,0.35,243.17
0.85,0.08,0.01,0.9,0.55,0.68,177.35
0.90,0.07,0.09,0.88,0.97,0.93,53.49
max
0.60,-0.0,-0.0,0.68,0.0,0.0,246.16
0.65,0.0,0.0,0.91,0.01,0.02,245.47
0.70,0.0,0.0,0.85,0.03,0.06,253.75
0.75,0.01,0.0,0.88,0.08,0.14,252.68
0.80,0.02,0.0,0.9,0.21,0.35,243.17
0.85,0.08,0.01,0.9,0.55,0.68,177.35
0.90,0.07,0.09,0.88,0.97,0.93,53.49
min
0.60,-0.0,-0.0,0.68,0.0,0.0,246.16
0.65,0.0,0.0,0.91,0.01,0.02,245.47
0.70,0.0,0.0,0.85,0.03,0.06,253.75
0.75,0.01,0.0,0.88,0.08,0.14,252.68
0.80,0.02,0.0,0.9,0.21,0.35,243.17
0.85,0.08,0.01,0.9,0.55,0.68,177.35
0.90,0.07,0.09,0.88,0.97,0.93,53.49
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1755.77 seconds
