,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.88,0.01,0.02,46063.65
0.65,0.02,0.0,0.92,0.11,0.2,451.36
0.70,0.07,0.01,0.89,0.3,0.45,402.87
0.75,0.15,0.07,0.9,0.6,0.72,292.13
0.80,0.24,0.2,0.91,0.81,0.86,166.55
0.85,0.22,0.2,0.9,0.95,0.92,78.32
0.90,0.0,0.04,0.88,0.99,0.93,44.42
max
0.60,0.0,0.0,0.88,0.01,0.02,46063.65
0.65,0.02,0.0,0.92,0.11,0.2,451.36
0.70,0.07,0.01,0.89,0.3,0.45,402.87
0.75,0.15,0.07,0.9,0.6,0.72,292.13
0.80,0.24,0.2,0.91,0.81,0.86,166.55
0.85,0.22,0.2,0.9,0.95,0.92,78.32
0.90,0.0,0.04,0.88,0.99,0.93,44.42
min
0.60,0.0,0.0,0.88,0.01,0.02,46063.65
0.65,0.02,0.0,0.92,0.11,0.2,451.36
0.70,0.07,0.01,0.89,0.3,0.45,402.87
0.75,0.15,0.07,0.9,0.6,0.72,292.13
0.80,0.24,0.2,0.91,0.81,0.86,166.55
0.85,0.22,0.2,0.9,0.95,0.92,78.32
0.90,0.0,0.04,0.88,0.99,0.93,44.42
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 65327.83 seconds
