,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.0,0.0,0.84,0.0,0.0,227.22
0.65,0.0,0.0,0.83,0.01,0.03,209.29
0.70,0.0,0.0,0.84,0.03,0.06,232.57
0.75,0.01,0.0,0.87,0.16,0.27,221.9
0.80,0.05,0.0,0.88,0.48,0.62,166.62
0.85,0.08,0.04,0.88,0.93,0.9,55.21
0.90,-0.01,0.03,0.88,0.99,0.93,33.3
max
0.60,0.0,0.0,0.84,0.0,0.0,227.22
0.65,0.0,0.0,0.83,0.01,0.03,209.29
0.70,0.0,0.0,0.84,0.03,0.06,232.57
0.75,0.01,0.0,0.87,0.16,0.27,221.9
0.80,0.05,0.0,0.88,0.48,0.62,166.62
0.85,0.08,0.04,0.88,0.93,0.9,55.21
0.90,-0.01,0.03,0.88,0.99,0.93,33.3
min
0.60,0.0,0.0,0.84,0.0,0.0,227.22
0.65,0.0,0.0,0.83,0.01,0.03,209.29
0.70,0.0,0.0,0.84,0.03,0.06,232.57
0.75,0.01,0.0,0.87,0.16,0.27,221.9
0.80,0.05,0.0,0.88,0.48,0.62,166.62
0.85,0.08,0.04,0.88,0.93,0.9,55.21
0.90,-0.01,0.03,0.88,0.99,0.93,33.3
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 5740.89 seconds
