,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.03,0.0,0.87,0.13,0.23,724.29
0.65,0.06,0.01,0.88,0.26,0.4,533.1
0.70,0.13,0.04,0.9,0.52,0.66,342.33
0.75,0.18,0.1,0.91,0.69,0.78,240.27
0.80,0.28,0.21,0.91,0.86,0.88,144.76
0.85,0.2,0.17,0.89,0.96,0.92,83.77
0.90,0.03,0.07,0.88,0.99,0.93,67.68
max
0.60,0.03,0.0,0.87,0.13,0.23,724.29
0.65,0.06,0.01,0.88,0.26,0.4,533.1
0.70,0.13,0.04,0.9,0.52,0.66,342.33
0.75,0.18,0.1,0.91,0.69,0.78,240.27
0.80,0.28,0.21,0.91,0.86,0.88,144.76
0.85,0.2,0.17,0.89,0.96,0.92,83.77
0.90,0.03,0.07,0.88,0.99,0.93,67.68
min
0.60,0.03,0.0,0.87,0.13,0.23,724.29
0.65,0.06,0.01,0.88,0.26,0.4,533.1
0.70,0.13,0.04,0.9,0.52,0.66,342.33
0.75,0.18,0.1,0.91,0.69,0.78,240.27
0.80,0.28,0.21,0.91,0.86,0.88,144.76
0.85,0.2,0.17,0.89,0.96,0.92,83.77
0.90,0.03,0.07,0.88,0.99,0.93,67.68
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 4819.40 seconds
