,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.09,0.01,0.9,0.39,0.54,118.0
0.65,0.13,0.03,0.9,0.56,0.69,121.63
0.70,0.21,0.14,0.91,0.74,0.82,105.22
0.75,0.29,0.22,0.91,0.87,0.89,85.98
0.80,0.24,0.21,0.9,0.95,0.92,62.56
0.85,0.1,0.13,0.89,0.98,0.93,48.72
0.90,0.0,0.05,0.88,0.99,0.93,43.91
max
0.60,0.09,0.01,0.9,0.39,0.54,118.0
0.65,0.13,0.03,0.9,0.56,0.69,121.63
0.70,0.21,0.14,0.91,0.74,0.82,105.22
0.75,0.29,0.22,0.91,0.87,0.89,85.98
0.80,0.24,0.21,0.9,0.95,0.92,62.56
0.85,0.1,0.13,0.89,0.98,0.93,48.72
0.90,0.0,0.05,0.88,0.99,0.93,43.91
min
0.60,0.09,0.01,0.9,0.39,0.54,118.0
0.65,0.13,0.03,0.9,0.56,0.69,121.63
0.70,0.21,0.14,0.91,0.74,0.82,105.22
0.75,0.29,0.22,0.91,0.87,0.89,85.98
0.80,0.24,0.21,0.9,0.95,0.92,62.56
0.85,0.1,0.13,0.89,0.98,0.93,48.72
0.90,0.0,0.05,0.88,0.99,0.93,43.91
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1761.11 seconds
