,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.60,0.02,0.0,0.92,0.08,0.14,223.01
0.65,0.06,0.01,0.9,0.28,0.42,168.0
0.70,0.12,0.03,0.91,0.5,0.64,159.08
0.75,0.19,0.12,0.91,0.7,0.79,143.7
0.80,0.28,0.21,0.91,0.86,0.88,110.09
0.85,0.2,0.17,0.89,0.96,0.92,74.88
0.90,0.03,0.06,0.88,0.99,0.93,59.96
max
0.60,0.02,0.0,0.92,0.08,0.14,223.01
0.65,0.06,0.01,0.9,0.28,0.42,168.0
0.70,0.12,0.03,0.91,0.5,0.64,159.08
0.75,0.19,0.12,0.91,0.7,0.79,143.7
0.80,0.28,0.21,0.91,0.86,0.88,110.09
0.85,0.2,0.17,0.89,0.96,0.92,74.88
0.90,0.03,0.06,0.88,0.99,0.93,59.96
min
0.60,0.02,0.0,0.92,0.08,0.14,223.01
0.65,0.06,0.01,0.9,0.28,0.42,168.0
0.70,0.12,0.03,0.91,0.5,0.64,159.08
0.75,0.19,0.12,0.91,0.7,0.79,143.7
0.80,0.28,0.21,0.91,0.86,0.88,110.09
0.85,0.2,0.17,0.89,0.96,0.92,74.88
0.90,0.03,0.06,0.88,0.99,0.93,59.96
std
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 2637.33 seconds
