,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.05,0.01,0.0,0.87,0.04,0.08,53.53
0.10,0.02,0.0,0.79,0.09,0.16,54.68
0.15,0.05,0.01,0.82,0.26,0.4,51.68
0.20,0.08,0.03,0.85,0.38,0.53,46.93
0.25,0.1,0.05,0.87,0.51,0.64,41.68
0.30,0.12,0.07,0.88,0.57,0.69,34.7
0.35,0.14,0.1,0.89,0.64,0.74,34.75
0.40,0.16,0.14,0.89,0.69,0.78,30.98
0.45,0.18,0.17,0.9,0.74,0.81,29.79
max
0.05,0.01,0.0,0.87,0.04,0.08,53.53
0.10,0.02,0.0,0.79,0.09,0.16,54.68
0.15,0.05,0.01,0.82,0.26,0.4,51.68
0.20,0.08,0.03,0.85,0.38,0.53,46.93
0.25,0.1,0.05,0.87,0.51,0.64,41.68
0.30,0.12,0.07,0.88,0.57,0.69,34.7
0.35,0.14,0.1,0.89,0.64,0.74,34.75
0.40,0.16,0.14,0.89,0.69,0.78,30.98
0.45,0.18,0.17,0.9,0.74,0.81,29.79
min
0.05,0.01,0.0,0.87,0.04,0.08,53.53
0.10,0.02,0.0,0.79,0.09,0.16,54.68
0.15,0.05,0.01,0.82,0.26,0.4,51.68
0.20,0.08,0.03,0.85,0.38,0.53,46.93
0.25,0.1,0.05,0.87,0.51,0.64,41.68
0.30,0.12,0.07,0.88,0.57,0.69,34.7
0.35,0.14,0.1,0.89,0.64,0.74,34.75
0.40,0.16,0.14,0.89,0.69,0.78,30.98
0.45,0.18,0.17,0.9,0.74,0.81,29.79
std
0.05,0.0,0.0,0.0,0.0,0.0,0.0
0.10,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.0,0.0,0.0,0.0,0.0,0.0
0.20,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.30,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 395.13 seconds
