,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.0,0.0,1.0,0.0,0.0,13.24
0.45,0.0,0.0,1.0,0.0,0.01,13.12
0.50,0.0,0.0,0.92,0.01,0.02,12.92
0.55,0.08,0.05,0.94,0.19,0.32,12.78
0.60,0.22,0.3,0.93,0.45,0.61,13.01
0.65,0.35,0.48,0.92,0.64,0.75,12.86
0.70,0.52,0.62,0.91,0.81,0.86,12.75
0.75,0.64,0.5,0.89,0.92,0.9,11.92
0.80,0.47,0.27,0.85,0.97,0.91,10.31
0.85,0.33,0.11,0.82,0.99,0.89,9.22
0.90,0.26,0.07,0.8,1.0,0.89,8.28
max
0.40,0.0,0.0,1.0,0.0,0.0,13.24
0.45,0.0,0.0,1.0,0.0,0.01,13.12
0.50,0.0,0.0,0.92,0.01,0.02,12.92
0.55,0.08,0.05,0.94,0.19,0.32,12.78
0.60,0.22,0.3,0.93,0.45,0.61,13.01
0.65,0.35,0.48,0.92,0.64,0.75,12.86
0.70,0.52,0.62,0.91,0.81,0.86,12.75
0.75,0.64,0.5,0.89,0.92,0.9,11.92
0.80,0.47,0.27,0.85,0.97,0.91,10.31
0.85,0.33,0.11,0.82,0.99,0.89,9.22
0.90,0.26,0.07,0.8,1.0,0.89,8.28
min
0.40,0.0,0.0,1.0,0.0,0.0,13.24
0.45,0.0,0.0,1.0,0.0,0.01,13.12
0.50,0.0,0.0,0.92,0.01,0.02,12.92
0.55,0.08,0.05,0.94,0.19,0.32,12.78
0.60,0.22,0.3,0.93,0.45,0.61,13.01
0.65,0.35,0.48,0.92,0.64,0.75,12.86
0.70,0.52,0.62,0.91,0.81,0.86,12.75
0.75,0.64,0.5,0.89,0.92,0.9,11.92
0.80,0.47,0.27,0.85,0.97,0.91,10.31
0.85,0.33,0.11,0.82,0.99,0.89,9.22
0.90,0.26,0.07,0.8,1.0,0.89,8.28
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 387.03 seconds
