,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.0,0.0,1.0,0.0,0.0,8.88
0.45,0.0,0.0,1.0,0.01,0.01,9.33
0.50,0.02,0.01,0.95,0.05,0.09,9.3
0.55,0.15,0.17,0.91,0.32,0.47,7.87
0.60,0.25,0.36,0.91,0.51,0.66,7.91
0.65,0.38,0.52,0.89,0.7,0.78,8.06
0.70,0.53,0.57,0.88,0.84,0.86,8.87
0.75,0.48,0.29,0.85,0.92,0.88,8.36
0.80,0.35,0.1,0.82,0.97,0.89,6.93
0.85,0.29,0.07,0.81,0.99,0.89,6.78
0.90,0.26,0.07,0.8,0.99,0.89,6.03
max
0.40,0.0,0.0,1.0,0.0,0.0,8.88
0.45,0.0,0.0,1.0,0.01,0.01,9.33
0.50,0.02,0.01,0.95,0.05,0.09,9.3
0.55,0.15,0.17,0.91,0.32,0.47,7.87
0.60,0.25,0.36,0.91,0.51,0.66,7.91
0.65,0.38,0.52,0.89,0.7,0.78,8.06
0.70,0.53,0.57,0.88,0.84,0.86,8.87
0.75,0.48,0.29,0.85,0.92,0.88,8.36
0.80,0.35,0.1,0.82,0.97,0.89,6.93
0.85,0.29,0.07,0.81,0.99,0.89,6.78
0.90,0.26,0.07,0.8,0.99,0.89,6.03
min
0.40,0.0,0.0,1.0,0.0,0.0,8.88
0.45,0.0,0.0,1.0,0.01,0.01,9.33
0.50,0.02,0.01,0.95,0.05,0.09,9.3
0.55,0.15,0.17,0.91,0.32,0.47,7.87
0.60,0.25,0.36,0.91,0.51,0.66,7.91
0.65,0.38,0.52,0.89,0.7,0.78,8.06
0.70,0.53,0.57,0.88,0.84,0.86,8.87
0.75,0.48,0.29,0.85,0.92,0.88,8.36
0.80,0.35,0.1,0.82,0.97,0.89,6.93
0.85,0.29,0.07,0.81,0.99,0.89,6.78
0.90,0.26,0.07,0.8,0.99,0.89,6.03
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 112.17 seconds
