,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.0,0.0,0.75,0.01,0.01,12.38
0.45,0.01,0.0,0.88,0.03,0.06,12.25
0.50,0.19,0.22,0.95,0.38,0.54,12.1
0.55,0.32,0.44,0.93,0.59,0.72,11.95
0.60,0.46,0.56,0.91,0.76,0.83,11.88
0.65,0.58,0.52,0.9,0.85,0.87,11.77
0.70,0.61,0.37,0.88,0.94,0.91,11.26
0.75,0.47,0.19,0.85,0.98,0.91,7.71
0.80,0.36,0.12,0.82,1.0,0.9,5.42
0.85,0.3,0.09,0.81,1.0,0.9,4.42
0.90,0.27,0.08,0.8,1.0,0.89,5.19
max
0.40,0.0,-0.0,0.75,0.01,0.01,12.38
0.45,0.01,0.0,0.88,0.03,0.06,12.25
0.50,0.19,0.22,0.95,0.38,0.54,12.1
0.55,0.32,0.44,0.93,0.59,0.72,11.95
0.60,0.46,0.56,0.91,0.76,0.83,11.88
0.65,0.58,0.52,0.9,0.85,0.87,11.77
0.70,0.61,0.37,0.88,0.94,0.91,11.26
0.75,0.47,0.19,0.85,0.98,0.91,7.71
0.80,0.36,0.12,0.82,1.0,0.9,5.42
0.85,0.3,0.09,0.81,1.0,0.9,4.42
0.90,0.27,0.08,0.8,1.0,0.89,5.19
min
0.40,0.0,-0.0,0.75,0.01,0.01,12.38
0.45,0.01,0.0,0.88,0.03,0.06,12.25
0.50,0.19,0.22,0.95,0.38,0.54,12.1
0.55,0.32,0.44,0.93,0.59,0.72,11.95
0.60,0.46,0.56,0.91,0.76,0.83,11.88
0.65,0.58,0.52,0.9,0.85,0.87,11.77
0.70,0.61,0.37,0.88,0.94,0.91,11.26
0.75,0.47,0.19,0.85,0.98,0.91,7.71
0.80,0.36,0.12,0.82,1.0,0.9,5.42
0.85,0.3,0.09,0.81,1.0,0.9,4.42
0.90,0.27,0.08,0.8,1.0,0.89,5.19
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1065.65 seconds
