,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.01,0.0,0.89,0.03,0.05,12.57
0.45,0.11,0.11,0.93,0.25,0.39,13.05
0.50,0.26,0.35,0.93,0.51,0.66,12.61
0.55,0.39,0.55,0.93,0.68,0.79,12.53
0.60,0.5,0.45,0.9,0.8,0.85,12.22
0.65,0.63,0.46,0.89,0.88,0.89,11.28
0.70,0.56,0.28,0.87,0.95,0.91,10.87
0.75,0.45,0.2,0.85,0.99,0.91,9.72
0.80,0.35,0.11,0.82,1.0,0.9,8.76
0.85,0.3,0.08,0.81,1.0,0.89,8.46
0.90,0.26,0.07,0.8,1.0,0.89,7.99
max
0.40,0.01,0.0,0.89,0.03,0.05,12.57
0.45,0.11,0.11,0.93,0.25,0.39,13.05
0.50,0.26,0.35,0.93,0.51,0.66,12.61
0.55,0.39,0.55,0.93,0.68,0.79,12.53
0.60,0.5,0.45,0.9,0.8,0.85,12.22
0.65,0.63,0.46,0.89,0.88,0.89,11.28
0.70,0.56,0.28,0.87,0.95,0.91,10.87
0.75,0.45,0.2,0.85,0.99,0.91,9.72
0.80,0.35,0.11,0.82,1.0,0.9,8.76
0.85,0.3,0.08,0.81,1.0,0.89,8.46
0.90,0.26,0.07,0.8,1.0,0.89,7.99
min
0.40,0.01,0.0,0.89,0.03,0.05,12.57
0.45,0.11,0.11,0.93,0.25,0.39,13.05
0.50,0.26,0.35,0.93,0.51,0.66,12.61
0.55,0.39,0.55,0.93,0.68,0.79,12.53
0.60,0.5,0.45,0.9,0.8,0.85,12.22
0.65,0.63,0.46,0.89,0.88,0.89,11.28
0.70,0.56,0.28,0.87,0.95,0.91,10.87
0.75,0.45,0.2,0.85,0.99,0.91,9.72
0.80,0.35,0.11,0.82,1.0,0.9,8.76
0.85,0.3,0.08,0.81,1.0,0.89,8.46
0.90,0.26,0.07,0.8,1.0,0.89,7.99
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1209.17 seconds
