,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.0,0.0,1.0,0.0,0.0,12.68
0.45,0.0,0.0,0.92,0.01,0.02,12.81
0.50,0.03,0.01,0.94,0.09,0.17,12.74
0.55,0.18,0.2,0.94,0.37,0.53,12.35
0.60,0.34,0.46,0.93,0.62,0.74,12.37
0.65,0.5,0.6,0.92,0.78,0.85,12.01
0.70,0.63,0.64,0.91,0.87,0.89,11.32
0.75,0.58,0.3,0.88,0.96,0.92,10.28
0.80,0.44,0.2,0.84,0.99,0.91,9.33
0.85,0.32,0.09,0.81,1.0,0.9,8.21
0.90,0.28,0.08,0.81,1.0,0.89,7.59
max
0.40,0.0,0.0,1.0,0.0,0.0,12.68
0.45,0.0,0.0,0.92,0.01,0.02,12.81
0.50,0.03,0.01,0.94,0.09,0.17,12.74
0.55,0.18,0.2,0.94,0.37,0.53,12.35
0.60,0.34,0.46,0.93,0.62,0.74,12.37
0.65,0.5,0.6,0.92,0.78,0.85,12.01
0.70,0.63,0.64,0.91,0.87,0.89,11.32
0.75,0.58,0.3,0.88,0.96,0.92,10.28
0.80,0.44,0.2,0.84,0.99,0.91,9.33
0.85,0.32,0.09,0.81,1.0,0.9,8.21
0.90,0.28,0.08,0.81,1.0,0.89,7.59
min
0.40,0.0,0.0,1.0,0.0,0.0,12.68
0.45,0.0,0.0,0.92,0.01,0.02,12.81
0.50,0.03,0.01,0.94,0.09,0.17,12.74
0.55,0.18,0.2,0.94,0.37,0.53,12.35
0.60,0.34,0.46,0.93,0.62,0.74,12.37
0.65,0.5,0.6,0.92,0.78,0.85,12.01
0.70,0.63,0.64,0.91,0.87,0.89,11.32
0.75,0.58,0.3,0.88,0.96,0.92,10.28
0.80,0.44,0.2,0.84,0.99,0.91,9.33
0.85,0.32,0.09,0.81,1.0,0.9,8.21
0.90,0.28,0.08,0.81,1.0,0.89,7.59
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 801.37 seconds
