,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.04,0.01,0.92,0.1,0.19,11.97
0.45,0.17,0.15,0.94,0.36,0.52,12.15
0.50,0.32,0.42,0.91,0.6,0.72,12.03
0.55,0.46,0.59,0.91,0.76,0.83,11.66
0.60,0.55,0.41,0.89,0.84,0.86,11.48
0.65,0.6,0.32,0.88,0.91,0.89,10.88
0.70,0.51,0.24,0.86,0.97,0.91,10.0
0.75,0.41,0.16,0.84,0.99,0.91,9.14
0.80,0.33,0.1,0.82,1.0,0.9,8.09
0.85,0.29,0.08,0.81,1.0,0.89,7.83
0.90,0.27,0.07,0.8,1.0,0.89,7.74
max
0.40,0.04,0.01,0.92,0.1,0.19,11.97
0.45,0.17,0.15,0.94,0.36,0.52,12.15
0.50,0.32,0.42,0.91,0.6,0.72,12.03
0.55,0.46,0.59,0.91,0.76,0.83,11.66
0.60,0.55,0.41,0.89,0.84,0.86,11.48
0.65,0.6,0.32,0.88,0.91,0.89,10.88
0.70,0.51,0.24,0.86,0.97,0.91,10.0
0.75,0.41,0.16,0.84,0.99,0.91,9.14
0.80,0.33,0.1,0.82,1.0,0.9,8.09
0.85,0.29,0.08,0.81,1.0,0.89,7.83
0.90,0.27,0.07,0.8,1.0,0.89,7.74
min
0.40,0.04,0.01,0.92,0.1,0.19,11.97
0.45,0.17,0.15,0.94,0.36,0.52,12.15
0.50,0.32,0.42,0.91,0.6,0.72,12.03
0.55,0.46,0.59,0.91,0.76,0.83,11.66
0.60,0.55,0.41,0.89,0.84,0.86,11.48
0.65,0.6,0.32,0.88,0.91,0.89,10.88
0.70,0.51,0.24,0.86,0.97,0.91,10.0
0.75,0.41,0.16,0.84,0.99,0.91,9.14
0.80,0.33,0.1,0.82,1.0,0.9,8.09
0.85,0.29,0.08,0.81,1.0,0.89,7.83
0.90,0.27,0.07,0.8,1.0,0.89,7.74
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 1346.14 seconds
