,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.0,0.0,1.0,0.0,0.0,11.31
0.45,0.0,0.0,1.0,0.0,0.01,10.17
0.50,0.0,0.0,0.85,0.01,0.03,12.31
0.55,0.06,0.03,0.94,0.15,0.25,11.34
0.60,0.24,0.34,0.92,0.49,0.64,8.44
0.65,0.36,0.53,0.93,0.65,0.76,7.63
0.70,0.49,0.58,0.9,0.79,0.84,7.69
0.75,0.62,0.59,0.89,0.91,0.9,10.45
0.80,0.45,0.24,0.85,0.97,0.9,10.83
0.85,0.32,0.09,0.81,0.99,0.89,9.33
0.90,0.26,0.07,0.8,0.99,0.89,8.6
max
0.40,0.0,0.0,1.0,0.0,0.0,11.31
0.45,0.0,0.0,1.0,0.0,0.01,10.17
0.50,0.0,0.0,0.85,0.01,0.03,12.31
0.55,0.06,0.03,0.94,0.15,0.25,11.34
0.60,0.24,0.34,0.92,0.49,0.64,8.44
0.65,0.36,0.53,0.93,0.65,0.76,7.63
0.70,0.49,0.58,0.9,0.79,0.84,7.69
0.75,0.62,0.59,0.89,0.91,0.9,10.45
0.80,0.45,0.24,0.85,0.97,0.9,10.83
0.85,0.32,0.09,0.81,0.99,0.89,9.33
0.90,0.26,0.07,0.8,0.99,0.89,8.6
min
0.40,0.0,0.0,1.0,0.0,0.0,11.31
0.45,0.0,0.0,1.0,0.0,0.01,10.17
0.50,0.0,0.0,0.85,0.01,0.03,12.31
0.55,0.06,0.03,0.94,0.15,0.25,11.34
0.60,0.24,0.34,0.92,0.49,0.64,8.44
0.65,0.36,0.53,0.93,0.65,0.76,7.63
0.70,0.49,0.58,0.9,0.79,0.84,7.69
0.75,0.62,0.59,0.89,0.91,0.9,10.45
0.80,0.45,0.24,0.85,0.97,0.9,10.83
0.85,0.32,0.09,0.81,0.99,0.89,9.33
0.90,0.26,0.07,0.8,0.99,0.89,8.6
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 237.93 seconds
