,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.0,0.0,1.0,0.0,0.0,12.96
0.45,0.0,0.0,1.0,0.01,0.01,12.7
0.50,0.02,0.01,0.94,0.05,0.1,12.5
0.55,0.16,0.16,0.96,0.32,0.48,12.45
0.60,0.3,0.45,0.94,0.56,0.7,12.36
0.65,0.45,0.6,0.94,0.73,0.82,8.6
0.70,0.61,0.68,0.92,0.86,0.89,6.47
0.75,0.64,0.44,0.89,0.94,0.92,5.99
0.80,0.47,0.24,0.85,0.99,0.91,8.65
0.85,0.33,0.1,0.82,0.99,0.9,8.88
0.90,0.28,0.08,0.81,1.0,0.89,8.15
max
0.40,0.0,0.0,1.0,0.0,0.0,12.96
0.45,0.0,0.0,1.0,0.01,0.01,12.7
0.50,0.02,0.01,0.94,0.05,0.1,12.5
0.55,0.16,0.16,0.96,0.32,0.48,12.45
0.60,0.3,0.45,0.94,0.56,0.7,12.36
0.65,0.45,0.6,0.94,0.73,0.82,8.6
0.70,0.61,0.68,0.92,0.86,0.89,6.47
0.75,0.64,0.44,0.89,0.94,0.92,5.99
0.80,0.47,0.24,0.85,0.99,0.91,8.65
0.85,0.33,0.1,0.82,0.99,0.9,8.88
0.90,0.28,0.08,0.81,1.0,0.89,8.15
min
0.40,0.0,0.0,1.0,0.0,0.0,12.96
0.45,0.0,0.0,1.0,0.01,0.01,12.7
0.50,0.02,0.01,0.94,0.05,0.1,12.5
0.55,0.16,0.16,0.96,0.32,0.48,12.45
0.60,0.3,0.45,0.94,0.56,0.7,12.36
0.65,0.45,0.6,0.94,0.73,0.82,8.6
0.70,0.61,0.68,0.92,0.86,0.89,6.47
0.75,0.64,0.44,0.89,0.94,0.92,5.99
0.80,0.47,0.24,0.85,0.99,0.91,8.65
0.85,0.33,0.1,0.82,0.99,0.9,8.88
0.90,0.28,0.08,0.81,1.0,0.89,8.15
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 658.94 seconds
