,AMI,ARI,Completeness,Homogeneity,V-measure,time
mean
0.40,0.0,0.0,0.84,0.01,0.01,12.27
0.45,0.0,0.0,0.93,0.02,0.03,12.01
0.50,0.11,0.1,0.94,0.23,0.37,11.98
0.55,0.26,0.35,0.94,0.51,0.66,12.09
0.60,0.4,0.54,0.94,0.69,0.79,11.94
0.65,0.51,0.42,0.9,0.81,0.85,11.54
0.70,0.66,0.46,0.9,0.9,0.9,11.2
0.75,0.54,0.3,0.87,0.97,0.92,10.16
0.80,0.4,0.15,0.83,0.99,0.91,8.9
0.85,0.31,0.09,0.81,1.0,0.9,8.23
0.90,0.27,0.08,0.8,1.0,0.89,7.81
max
0.40,0.0,0.0,0.84,0.01,0.01,12.27
0.45,0.0,0.0,0.93,0.02,0.03,12.01
0.50,0.11,0.1,0.94,0.23,0.37,11.98
0.55,0.26,0.35,0.94,0.51,0.66,12.09
0.60,0.4,0.54,0.94,0.69,0.79,11.94
0.65,0.51,0.42,0.9,0.81,0.85,11.54
0.70,0.66,0.46,0.9,0.9,0.9,11.2
0.75,0.54,0.3,0.87,0.97,0.92,10.16
0.80,0.4,0.15,0.83,0.99,0.91,8.9
0.85,0.31,0.09,0.81,1.0,0.9,8.23
0.90,0.27,0.08,0.8,1.0,0.89,7.81
min
0.40,0.0,0.0,0.84,0.01,0.01,12.27
0.45,0.0,0.0,0.93,0.02,0.03,12.01
0.50,0.11,0.1,0.94,0.23,0.37,11.98
0.55,0.26,0.35,0.94,0.51,0.66,12.09
0.60,0.4,0.54,0.94,0.69,0.79,11.94
0.65,0.51,0.42,0.9,0.81,0.85,11.54
0.70,0.66,0.46,0.9,0.9,0.9,11.2
0.75,0.54,0.3,0.87,0.97,0.92,10.16
0.80,0.4,0.15,0.83,0.99,0.91,8.9
0.85,0.31,0.09,0.81,1.0,0.9,8.23
0.90,0.27,0.08,0.8,1.0,0.89,7.81
std
0.40,0.0,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0,0.0
test finished in 939.93 seconds
