,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.30,0.0,0.0,1.0,0.0,0.0
0.40,0.0,0.0,0.87,0.01,0.02
0.50,0.06,0.01,0.89,0.24,0.38
0.60,0.15,0.05,0.9,0.62,0.73
0.70,0.3,0.23,0.91,0.87,0.89
0.75,0.3,0.25,0.9,0.94,0.92
0.80,0.17,0.17,0.89,0.97,0.93
0.90,0.0,0.05,0.88,1.0,0.93
max
0.30,0.0,0.0,1.0,0.0,0.0
0.40,0.0,0.0,0.87,0.01,0.02
0.50,0.06,0.01,0.89,0.24,0.38
0.60,0.15,0.05,0.9,0.62,0.73
0.70,0.3,0.23,0.91,0.87,0.89
0.75,0.3,0.25,0.9,0.94,0.92
0.80,0.17,0.17,0.89,0.97,0.93
0.90,0.0,0.05,0.88,1.0,0.93
min
0.30,0.0,0.0,1.0,0.0,0.0
0.40,0.0,0.0,0.87,0.01,0.02
0.50,0.06,0.01,0.89,0.24,0.38
0.60,0.15,0.05,0.9,0.62,0.73
0.70,0.3,0.23,0.91,0.87,0.89
0.75,0.3,0.25,0.9,0.94,0.92
0.80,0.17,0.17,0.89,0.97,0.93
0.90,0.0,0.05,0.88,1.0,0.93
std
0.30,0.0,0.0,0.0,0.0,0.0
0.40,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 16088.44 seconds
