,AMI,ARI,Completeness,Homogeneity,V-measure
mean
0.40,0.0,0.0,0.49,0.0,0.0
0.45,0.26,0.07,0.91,0.26,0.41
0.50,0.64,0.43,0.91,0.65,0.76
0.55,0.81,0.68,0.9,0.82,0.86
0.60,0.88,0.84,0.89,0.92,0.9
0.65,0.81,0.82,0.83,0.96,0.89
0.70,0.7,0.7,0.74,0.98,0.84
0.75,0.57,0.52,0.65,0.99,0.79
0.80,0.46,0.37,0.58,1.0,0.74
0.85,0.36,0.26,0.53,1.0,0.69
0.90,0.29,0.19,0.5,1.0,0.67
max
0.40,0.0,0.0,0.49,0.0,0.0
0.45,0.26,0.07,0.91,0.26,0.41
0.50,0.64,0.43,0.91,0.65,0.76
0.55,0.81,0.68,0.9,0.82,0.86
0.60,0.88,0.84,0.89,0.92,0.9
0.65,0.81,0.82,0.83,0.96,0.89
0.70,0.7,0.7,0.74,0.98,0.84
0.75,0.57,0.52,0.65,0.99,0.79
0.80,0.46,0.37,0.58,1.0,0.74
0.85,0.36,0.26,0.53,1.0,0.69
0.90,0.29,0.19,0.5,1.0,0.67
min
0.40,0.0,0.0,0.49,0.0,0.0
0.45,0.26,0.07,0.91,0.26,0.41
0.50,0.64,0.43,0.91,0.65,0.76
0.55,0.81,0.68,0.9,0.82,0.86
0.60,0.88,0.84,0.89,0.92,0.9
0.65,0.81,0.82,0.83,0.96,0.89
0.70,0.7,0.7,0.74,0.98,0.84
0.75,0.57,0.52,0.65,0.99,0.79
0.80,0.46,0.37,0.58,1.0,0.74
0.85,0.36,0.26,0.53,1.0,0.69
0.90,0.29,0.19,0.5,1.0,0.67
std
0.40,0.0,0.0,0.0,0.0,0.0
0.45,0.0,0.0,0.0,0.0,0.0
0.50,0.0,0.0,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0,0.0
0.60,0.0,0.0,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0,0.0
0.70,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0
0.80,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0,0.0
0.90,0.0,0.0,0.0,0.0,0.0
test finished in 25164.87 seconds
