,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.6 c0.4,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.6 c0.4,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.6 c0.4,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.6 c0.4,0.31,0.14,0.85,0.34,0.48
th0.49999999999999994 method1 k15 t0.6 c0.4,0.63,0.47,0.88,0.67,0.75
th0.5499999999999999 method1 k15 t0.6 c0.4,0.79,0.69,0.88,0.82,0.85
th0.6 method1 k15 t0.6 c0.4,0.88,0.84,0.9,0.92,0.91
th0.65 method1 k15 t0.6 c0.4,0.85,0.86,0.88,0.97,0.92
th0.7000000000000001 method1 k15 t0.6 c0.4,0.74,0.77,0.81,0.99,0.89
th0.7500000000000001 method1 k15 t0.6 c0.4,0.59,0.6,0.73,1.0,0.84
th0.8000000000000002 method1 k15 t0.6 c0.4,0.46,0.47,0.67,1.0,0.8
max
th0.3 method1 k15 t0.6 c0.4,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.6 c0.4,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.6 c0.4,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.6 c0.4,0.45,0.25,0.9,0.48,0.62
th0.49999999999999994 method1 k15 t0.6 c0.4,0.69,0.57,0.89,0.73,0.79
th0.5499999999999999 method1 k15 t0.6 c0.4,0.8,0.75,0.9,0.83,0.86
th0.6 method1 k15 t0.6 c0.4,0.89,0.89,0.92,0.94,0.93
th0.65 method1 k15 t0.6 c0.4,0.86,0.89,0.89,0.97,0.93
th0.7000000000000001 method1 k15 t0.6 c0.4,0.77,0.82,0.83,0.99,0.9
th0.7500000000000001 method1 k15 t0.6 c0.4,0.63,0.65,0.75,1.0,0.85
th0.8000000000000002 method1 k15 t0.6 c0.4,0.49,0.51,0.68,1.0,0.81
min
th0.3 method1 k15 t0.6 c0.4,-0.0,0.0,1.0,-0.0,-0.0
th0.35 method1 k15 t0.6 c0.4,-0.0,0.0,1.0,-0.0,-0.0
th0.39999999999999997 method1 k15 t0.6 c0.4,-0.0,0.0,1.0,-0.0,-0.0
th0.44999999999999996 method1 k15 t0.6 c0.4,0.2,0.07,0.83,0.22,0.35
th0.49999999999999994 method1 k15 t0.6 c0.4,0.56,0.37,0.86,0.6,0.7
th0.5499999999999999 method1 k15 t0.6 c0.4,0.77,0.67,0.87,0.81,0.84
th0.6 method1 k15 t0.6 c0.4,0.85,0.79,0.88,0.89,0.89
th0.65 method1 k15 t0.6 c0.4,0.83,0.84,0.87,0.96,0.91
th0.7000000000000001 method1 k15 t0.6 c0.4,0.72,0.73,0.79,0.98,0.88
th0.7500000000000001 method1 k15 t0.6 c0.4,0.56,0.51,0.71,0.99,0.83
th0.8000000000000002 method1 k15 t0.6 c0.4,0.42,0.38,0.64,1.0,0.78
std
th0.3 method1 k15 t0.6 c0.4,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.6 c0.4,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.6 c0.4,0.0,0.0,0.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.6 c0.4,0.08,0.06,0.02,0.09,0.09
th0.49999999999999994 method1 k15 t0.6 c0.4,0.05,0.08,0.01,0.05,0.03
th0.5499999999999999 method1 k15 t0.6 c0.4,0.01,0.03,0.01,0.01,0.01
th0.6 method1 k15 t0.6 c0.4,0.02,0.03,0.01,0.02,0.01
th0.65 method1 k15 t0.6 c0.4,0.01,0.02,0.01,0.0,0.01
th0.7000000000000001 method1 k15 t0.6 c0.4,0.02,0.03,0.01,0.0,0.01
th0.7500000000000001 method1 k15 t0.6 c0.4,0.03,0.05,0.02,0.0,0.01
th0.8000000000000002 method1 k15 t0.6 c0.4,0.02,0.05,0.01,0.0,0.01
test finished in 374.84 seconds
