,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.5 c0.5,0.12,0.04,0.85,0.13,0.21
th0.49999999999999994 method1 k15 t0.5 c0.5,0.53,0.33,0.86,0.56,0.68
th0.5499999999999999 method1 k15 t0.5 c0.5,0.76,0.66,0.89,0.8,0.84
th0.6 method1 k15 t0.5 c0.5,0.87,0.82,0.9,0.9,0.9
th0.65 method1 k15 t0.5 c0.5,0.85,0.85,0.88,0.95,0.92
th0.7000000000000001 method1 k15 t0.5 c0.5,0.76,0.78,0.83,0.98,0.9
th0.7500000000000001 method1 k15 t0.5 c0.5,0.61,0.63,0.74,0.99,0.85
th0.8000000000000002 method1 k15 t0.5 c0.5,0.46,0.43,0.67,1.0,0.8
max
th0.3 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.5 c0.5,0.26,0.1,1.0,0.28,0.42
th0.49999999999999994 method1 k15 t0.5 c0.5,0.56,0.39,0.91,0.59,0.69
th0.5499999999999999 method1 k15 t0.5 c0.5,0.78,0.71,0.9,0.82,0.85
th0.6 method1 k15 t0.5 c0.5,0.87,0.85,0.91,0.92,0.91
th0.65 method1 k15 t0.5 c0.5,0.85,0.86,0.89,0.96,0.92
th0.7000000000000001 method1 k15 t0.5 c0.5,0.77,0.8,0.83,0.99,0.9
th0.7500000000000001 method1 k15 t0.5 c0.5,0.62,0.65,0.75,1.0,0.86
th0.8000000000000002 method1 k15 t0.5 c0.5,0.47,0.46,0.68,1.0,0.81
min
th0.3 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.5 c0.5,0.0,0.0,1.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.5 c0.5,0.0,0.0,0.73,0.0,0.0
th0.49999999999999994 method1 k15 t0.5 c0.5,0.49,0.26,0.83,0.53,0.65
th0.5499999999999999 method1 k15 t0.5 c0.5,0.74,0.62,0.87,0.78,0.82
th0.6 method1 k15 t0.5 c0.5,0.86,0.8,0.89,0.89,0.9
th0.65 method1 k15 t0.5 c0.5,0.84,0.84,0.88,0.95,0.91
th0.7000000000000001 method1 k15 t0.5 c0.5,0.75,0.77,0.82,0.97,0.9
th0.7500000000000001 method1 k15 t0.5 c0.5,0.6,0.61,0.73,0.99,0.84
th0.8000000000000002 method1 k15 t0.5 c0.5,0.43,0.4,0.65,0.99,0.78
std
th0.3 method1 k15 t0.5 c0.5,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.5 c0.5,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.5 c0.5,0.0,0.0,0.0,0.0,0.0
th0.44999999999999996 method1 k15 t0.5 c0.5,0.09,0.04,0.1,0.1,0.15
th0.49999999999999994 method1 k15 t0.5 c0.5,0.02,0.05,0.03,0.02,0.01
th0.5499999999999999 method1 k15 t0.5 c0.5,0.02,0.04,0.01,0.02,0.01
th0.6 method1 k15 t0.5 c0.5,0.0,0.02,0.01,0.01,0.0
th0.65 method1 k15 t0.5 c0.5,0.0,0.01,0.0,0.0,0.0
th0.7000000000000001 method1 k15 t0.5 c0.5,0.01,0.01,0.0,0.01,0.0
th0.7500000000000001 method1 k15 t0.5 c0.5,0.01,0.01,0.01,0.0,0.01
th0.8000000000000002 method1 k15 t0.5 c0.5,0.02,0.02,0.01,0.0,0.01
test finished in 561.21 seconds
