,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.7 c0.3,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.7 c0.3,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.7 c0.3,0.05,0.01,0.95,0.05,0.09
th0.44999999999999996 method1 k15 t0.7 c0.3,0.33,0.17,0.89,0.35,0.47
th0.49999999999999994 method1 k15 t0.7 c0.3,0.54,0.42,0.89,0.57,0.63
th0.5499999999999999 method1 k15 t0.7 c0.3,0.71,0.62,0.84,0.74,0.78
th0.6 method1 k15 t0.7 c0.3,0.8,0.74,0.86,0.86,0.85
th0.65 method1 k15 t0.7 c0.3,0.77,0.77,0.83,0.92,0.87
th0.7000000000000001 method1 k15 t0.7 c0.3,0.64,0.64,0.75,0.96,0.84
th0.7500000000000001 method1 k15 t0.7 c0.3,0.51,0.51,0.69,0.98,0.81
th0.8000000000000002 method1 k15 t0.7 c0.3,0.38,0.37,0.63,1.0,0.77
max
th0.3 method1 k15 t0.7 c0.3,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.7 c0.3,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.7 c0.3,0.16,0.05,1.0,0.16,0.28
th0.44999999999999996 method1 k15 t0.7 c0.3,0.45,0.25,1.0,0.47,0.62
th0.49999999999999994 method1 k15 t0.7 c0.3,0.72,0.61,1.0,0.76,0.81
th0.5499999999999999 method1 k15 t0.7 c0.3,0.87,0.83,0.93,0.9,0.91
th0.6 method1 k15 t0.7 c0.3,0.9,0.89,0.92,0.94,0.93
th0.65 method1 k15 t0.7 c0.3,0.87,0.9,0.91,0.98,0.94
th0.7000000000000001 method1 k15 t0.7 c0.3,0.71,0.75,0.8,0.99,0.89
th0.7500000000000001 method1 k15 t0.7 c0.3,0.6,0.62,0.74,1.0,0.85
th0.8000000000000002 method1 k15 t0.7 c0.3,0.45,0.46,0.67,1.0,0.8
min
th0.3 method1 k15 t0.7 c0.3,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.7 c0.3,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.7 c0.3,0.0,0.0,0.87,0.0,0.0
th0.44999999999999996 method1 k15 t0.7 c0.3,-0.0,0.0,0.84,-0.0,-0.0
th0.49999999999999994 method1 k15 t0.7 c0.3,-0.0,0.0,0.85,-0.0,-0.0
th0.5499999999999999 method1 k15 t0.7 c0.3,0.24,0.07,0.64,0.27,0.38
th0.6 method1 k15 t0.7 c0.3,0.48,0.28,0.66,0.55,0.6
th0.65 method1 k15 t0.7 c0.3,0.55,0.44,0.65,0.7,0.68
th0.7000000000000001 method1 k15 t0.7 c0.3,0.46,0.42,0.63,0.84,0.72
th0.7500000000000001 method1 k15 t0.7 c0.3,0.33,0.26,0.59,0.93,0.72
th0.8000000000000002 method1 k15 t0.7 c0.3,0.19,0.12,0.54,0.98,0.7
std
th0.3 method1 k15 t0.7 c0.3,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.7 c0.3,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.7 c0.3,0.07,0.02,0.06,0.07,0.12
th0.44999999999999996 method1 k15 t0.7 c0.3,0.17,0.09,0.06,0.18,0.24
th0.49999999999999994 method1 k15 t0.7 c0.3,0.27,0.22,0.06,0.29,0.31
th0.5499999999999999 method1 k15 t0.7 c0.3,0.23,0.28,0.1,0.24,0.2
th0.6 method1 k15 t0.7 c0.3,0.16,0.23,0.1,0.15,0.13
th0.65 method1 k15 t0.7 c0.3,0.12,0.17,0.09,0.11,0.1
th0.7000000000000001 method1 k15 t0.7 c0.3,0.09,0.12,0.06,0.06,0.06
th0.7500000000000001 method1 k15 t0.7 c0.3,0.1,0.13,0.05,0.03,0.05
th0.8000000000000002 method1 k15 t0.7 c0.3,0.1,0.13,0.05,0.01,0.04
test finished in 573.77 seconds
