,AMI,ARI,Completeness,Homogeneity,V-measure
mean
th0.3 method1 k15 t0.8 c0.2,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.8 c0.2,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.8 c0.2,0.12,0.04,0.89,0.13,0.2
th0.44999999999999996 method1 k15 t0.8 c0.2,0.52,0.31,0.87,0.56,0.68
th0.49999999999999994 method1 k15 t0.8 c0.2,0.73,0.61,0.88,0.77,0.82
th0.5499999999999999 method1 k15 t0.8 c0.2,0.86,0.8,0.91,0.89,0.9
th0.6 method1 k15 t0.8 c0.2,0.86,0.87,0.89,0.95,0.92
th0.65 method1 k15 t0.8 c0.2,0.79,0.82,0.85,0.98,0.91
th0.7000000000000001 method1 k15 t0.8 c0.2,0.66,0.68,0.77,0.99,0.87
th0.7500000000000001 method1 k15 t0.8 c0.2,0.53,0.53,0.7,1.0,0.82
th0.8000000000000002 method1 k15 t0.8 c0.2,0.4,0.37,0.64,1.0,0.78
max
th0.3 method1 k15 t0.8 c0.2,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.8 c0.2,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.8 c0.2,0.26,0.11,1.0,0.27,0.41
th0.44999999999999996 method1 k15 t0.8 c0.2,0.57,0.38,0.89,0.6,0.72
th0.49999999999999994 method1 k15 t0.8 c0.2,0.77,0.68,0.9,0.8,0.85
th0.5499999999999999 method1 k15 t0.8 c0.2,0.89,0.85,0.92,0.91,0.92
th0.6 method1 k15 t0.8 c0.2,0.9,0.9,0.92,0.97,0.93
th0.65 method1 k15 t0.8 c0.2,0.83,0.86,0.87,0.99,0.93
th0.7000000000000001 method1 k15 t0.8 c0.2,0.69,0.72,0.78,1.0,0.88
th0.7500000000000001 method1 k15 t0.8 c0.2,0.55,0.56,0.71,1.0,0.83
th0.8000000000000002 method1 k15 t0.8 c0.2,0.44,0.44,0.66,1.0,0.79
min
th0.3 method1 k15 t0.8 c0.2,0.0,0.0,1.0,0.0,0.0
th0.35 method1 k15 t0.8 c0.2,0.0,0.0,1.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.8 c0.2,0.0,0.0,0.84,0.0,0.0
th0.44999999999999996 method1 k15 t0.8 c0.2,0.45,0.26,0.84,0.48,0.61
th0.49999999999999994 method1 k15 t0.8 c0.2,0.68,0.55,0.85,0.73,0.79
th0.5499999999999999 method1 k15 t0.8 c0.2,0.83,0.74,0.88,0.86,0.87
th0.6 method1 k15 t0.8 c0.2,0.83,0.83,0.87,0.95,0.91
th0.65 method1 k15 t0.8 c0.2,0.75,0.74,0.82,0.97,0.89
th0.7000000000000001 method1 k15 t0.8 c0.2,0.63,0.63,0.75,0.99,0.85
th0.7500000000000001 method1 k15 t0.8 c0.2,0.5,0.5,0.68,0.99,0.81
th0.8000000000000002 method1 k15 t0.8 c0.2,0.37,0.32,0.63,1.0,0.77
std
th0.3 method1 k15 t0.8 c0.2,0.0,0.0,0.0,0.0,0.0
th0.35 method1 k15 t0.8 c0.2,0.0,0.0,0.0,0.0,0.0
th0.39999999999999997 method1 k15 t0.8 c0.2,0.1,0.04,0.06,0.11,0.17
th0.44999999999999996 method1 k15 t0.8 c0.2,0.04,0.05,0.02,0.04,0.04
th0.49999999999999994 method1 k15 t0.8 c0.2,0.03,0.05,0.02,0.02,0.02
th0.5499999999999999 method1 k15 t0.8 c0.2,0.02,0.04,0.02,0.02,0.02
th0.6 method1 k15 t0.8 c0.2,0.02,0.02,0.02,0.01,0.01
th0.65 method1 k15 t0.8 c0.2,0.03,0.04,0.02,0.01,0.01
th0.7000000000000001 method1 k15 t0.8 c0.2,0.02,0.03,0.01,0.0,0.01
th0.7500000000000001 method1 k15 t0.8 c0.2,0.02,0.02,0.01,0.0,0.01
th0.8000000000000002 method1 k15 t0.8 c0.2,0.02,0.04,0.01,0.0,0.01
test finished in 334.56 seconds
